Submission ID,Track,Keywords,Contributions,Languages
5707,Information Extraction,event extraction,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings|surveys,
5708,Dialogue and Interactive Systems,human-in-the-loop|bias/toxicity|conversational modeling,nlp engineering experiment,
5713,NLP Applications,"fact checking, rumour/misinformation detection",nlp engineering experiment,
5714,Information Extraction,open information extraction,model analysis & interpretability|data analysis,
5721,Resources and Evaluation,nlp datasets,data resources,chinese
5722,Question Answering,commonsense qa,nlp engineering experiment,
5723,NLP Applications,security/privacy,nlp engineering experiment|model analysis & interpretability|reproduction study,
5724,Machine Learning for NLP,knowledge-augmented methods,"approaches for low-compute settings, efficiency",
5725,Speech and Multimodality,automatic speech recognition|spoken language understanding|multimodality,approaches for low-resource settings|publicly available software and pre-trained models,
5726,Resources and Evaluation,corpus creation|benchmarking|language resources|multilingual corpora|automatic creation and evaluation of language resources|nlp datasets|automatic evaluation of datasets|evaluation methodologies|evaluation|datasets for low resource languages|metrics,nlp engineering experiment|approaches for low-resource settings|publicly available software and pre-trained models|data resources,amharic|arabic|azerbaijani|bengali|burmese|chinese|french|gujarati|hausa|hindi|igbo|indonesian|japanese|kirundi|korean|kyrgyz|marathi|nepali|oromo|pashto|persian|pcm|portuguese|panjabi|russian|scottish gaelic|serbian|sinhala|somali|spanish|swahili|tamil|telugu|thai|tigrinya|turkish|ukrainian|urdu|uzbek|vietnamese|welsh|yoruba
5728,Semantics: Lexical,metaphor,nlp engineering experiment,
5729,Large Language Models,applications,approaches for low-resource settings,chinese
5730,Ethics and NLP,ethical considerations in nlp applications,"nlp engineering experiment|approaches for low-compute settings, efficiency",
5731,"Syntax: Tagging, Chunking, and Parsing","chunking, shallow-parsing",nlp engineering experiment|data resources,
5734,Machine Translation,few-shot/zero-shot mt|multilingual mt|vocabulary learning,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings,
5736,Interpretability and Analysis of Models for NLP,adversarial attacks/examples/training,model analysis & interpretability,
5738,"Language Grounding to Vision, Robotics, and Beyond",vision language navigation|cross-modal pretraining|cross-modal content generation|cross-modal application,nlp engineering experiment|publicly available software and pre-trained models|data resources,
5739,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",linguistic theories|cognitive modeling|computational psycholinguistics,model analysis & interpretability,
5740,Computational Social Science and Cultural Analytics,nlp tools for social analysis,model analysis & interpretability,
5741,Ethics and NLP,ethical considerations in nlp applications,nlp engineering experiment|model analysis & interpretability,
5742,Machine Learning for NLP,generalization,nlp engineering experiment,
5743,Question Answering,open-domain qa,nlp engineering experiment|model analysis & interpretability,
5744,Interpretability and Analysis of Models for NLP,robustness,model analysis & interpretability,
5745,Information Retrieval and Text Mining,dense retrieval,nlp engineering experiment,
5746,Information Extraction,named entity recognition and relation extraction,nlp engineering experiment,
5748,Machine Learning for NLP,continual learning,nlp engineering experiment,
5749,Interpretability and Analysis of Models for NLP,free-text/natural language explanations,nlp engineering experiment|data resources|data analysis,
5750,Machine Learning for NLP,transfer learning / domain adaptation,nlp engineering experiment,
5751,Information Extraction,entity linking/disambiguation,nlp engineering experiment,
5755,Computational Social Science and Cultural Analytics,hate-speech detection,nlp engineering experiment|publicly available software and pre-trained models,
5756,Dialogue and Interactive Systems,grounded dialog,nlp engineering experiment|publicly available software and pre-trained models,
5758,"Language Grounding to Vision, Robotics, and Beyond",cross-modal application,nlp engineering experiment,
5760,NLP Applications,knowledge graphs,"nlp engineering experiment|approaches for low-compute settings, efficiency",
5761,Information Extraction,event extraction|multilingual extraction,model analysis & interpretability|approaches for low-resource settings,
5766,Computational Social Science and Cultural Analytics,human behavior analysis,data analysis,
5767,Information Extraction,document-level extraction,nlp engineering experiment|model analysis & interpretability|data resources,
5768,Dialogue and Interactive Systems,applications,nlp engineering experiment,
5769,Multilingualism and Cross-Lingual NLP,code-switching|mixed language,nlp engineering experiment,
5770,Computational Social Science and Cultural Analytics,nlp tools for social analysis,model analysis & interpretability,
5771,NLP Applications,knowledge graphs,nlp engineering experiment,
5772,Summarization,evaluation|factuality,nlp engineering experiment,
5775,Question Answering,commonsense qa,"nlp engineering experiment|approaches for low-compute settings, efficiency",
5777,Machine Learning for NLP,transfer learning / domain adaptation,model analysis & interpretability,
5784,"Language Grounding to Vision, Robotics, and Beyond",cross-modal application,nlp engineering experiment|model analysis & interpretability|reproduction study,
5785,NLP Applications,knowledge graphs,approaches for low-resource settings,
5786,Machine Learning for NLP,representation learning,nlp engineering experiment|theory,
5788,Ethics and NLP,model bias/unfairness mitigation,nlp engineering experiment|publicly available software and pre-trained models,
5790,Question Answering,open-domain qa,surveys,
5791,Information Extraction,open information extraction,nlp engineering experiment|data resources,
5792,Generation,efficient models,nlp engineering experiment,
5793,Interpretability and Analysis of Models for NLP,knowledge tracing/discovering/inducing,model analysis & interpretability,
5796,Machine Learning for NLP,representation learning,"model analysis & interpretability|approaches for low-compute settings, efficiency|approaches for low-resource settings",
5797,Theme Track: Reality Check,ai hype & expectations|lessons from other fields,data analysis|position papers|surveys,
5798,Multilingualism and Cross-Lingual NLP,multilingualism|cross-lingual transfer|mutlilingual representations|multilingual benchmarks|multilingual evaluation,approaches for low-resource settings|publicly available software and pre-trained models|data resources,
5802,Information Extraction,named entity recognition and relation extraction,nlp engineering experiment,
5804,Speech and Multimodality,spoken language translation,nlp engineering experiment,hokkien
5805,Information Extraction,named entity recognition and relation extraction,nlp engineering experiment|publicly available software and pre-trained models|data resources,
5806,Computational Social Science and Cultural Analytics,nlp tools for social analysis,nlp engineering experiment|data resources|data analysis,
